userName,content,score,reviewCreatedVersion,at,Sentimen (Aurel),Sentimen (Ade),Sentimen (Eky),Sentimen Akhir
Chelvin harefa Harefa,"Mantap, sangat mudah",5,4.3.0,2023-01-01 14:50:00,1,1,1,Positif
Fera Simamora,Semua jadi mudah karena online.,5,4.3.0,2023-01-12 03:32:45,1,1,1,Positif
Eco Redfoo,Aplikasiny sering error,1,4.3.0,2023-01-21 22:06:35,-1,-1,-1,Negatif
Marfain Karbi,Kenpa mobile jkn saya gak muncul daftar obat yg di tabggung bpjs,5,4.3.0,2023-01-19 22:41:54,-1,-1,1,Negatif
Prayitno Agus,"Terimakasih, pindah faskes jdi lebih mudah",5,4.3.0,2023-01-29 13:39:33,1,1,1,Positif
mey intanti (Meiintanti),Alhmdulillah membantu untuk saat ini...semogaa bisa lebih baik lgi kedepanyaa,5,4.3.0,2023-01-02 08:01:23,1,1,1,Positif
Nawi pd77,"Good job, lebih ditingkatkan lagi",5,4.3.0,2023-01-26 15:25:38,1,1,1,Positif
atin arisaptono,Cepat juga seh...berpikir sedikit...terimq kqsih,5,4.3.0,2023-01-16 05:01:00,1,1,1,Positif
JR Sutha,Semoga semakin membaik dan makin bagus fiturnya,5,4.3.0,2022-12-25 03:42:45,1,1,1,Positif
Gamal Firdaus,Update terbaru lebih gampang penggunaanya.,5,4.3.0,2023-01-13 03:02:09,1,1,1,Positif
Martina Lerebulan,"Sejauh ini saya puas dengan mobile JKN ini, terimakasih",5,4.3.0,2023-01-13 02:09:13,1,1,1,Positif
Wagiman Koramil,Mantap mudah cepat,5,4.3.0,2023-01-13 03:32:00,1,1,1,Positif
Ali Udin,Mantap sangat membantu sekali.. Trimksih,5,4.3.0,2023-01-26 08:03:00,1,1,1,Positif
Hafizh Alfiqri,"Gimana nih, masa yg terdaftar 4 nama anggota keluarga. Tapi yg muncul 1 anggota aja namanya...tolong diperbaiki lagi",1,4.3.0,2023-01-05 06:26:34,-1,-1,-1,Negatif
Hazira Nabila,Baru keluar bentar malah ngulang lagi daftarny dari awal mau kesel tapi buatan pemerintah,1,4.3.0,2022-12-17 12:47:48,-1,-1,-1,Negatif
RedFoc Dev,"Saya penasaran, kenapa hampir semua aplikasi pemerintahan itu cacat",1,4.3.0,2023-01-04 17:36:35,-1,-1,-1,Negatif
Ita Aprilani,Cuma bisa buat daftar sekali doang,1,4.3.0,2023-01-13 14:16:57,1,-1,-1,Negatif
Syahid Miftah,Kenapa tiap udah update susah masuk,2,4.3.0,2023-01-14 04:09:37,-1,-1,-1,Negatif
Bowo Santoso,sangat bagus .sangat berguna dan membantu,5,4.3.0,2023-01-26 23:06:55,1,1,1,Positif
Ammardian Maulana,cukup mudah digunakan,5,4.3.0,2023-01-16 09:41:52,1,1,1,Positif
Annurin R.J,"Sangat membantu,tidak ribet",5,4.3.0,2023-01-28 13:08:15,1,1,1,Positif
Ari Widayanto,Saran saya mending hapus aja aplikasi ini Cuma bisa mempersulit keadaan yang situasinya sudah gawat darurat,1,4.3.0,2023-01-02 03:42:34,-1,-1,-1,Negatif
Abdul Cholik 123,Mudah pelayanan nya,4,4.3.0,2023-01-21 15:59:45,1,1,1,Positif
Dian Hariyadi,Manntaaaf pelayanana perubahan datanya lansung jadi...,5,4.3.0,2023-01-18 06:56:40,1,1,1,Positif
bikers sosmed,Sering bnget update tpi aplikasinya smakin ksni smakin payah,1,4.3.0,2023-01-20 03:36:05,-1,-1,-1,Negatif
Heru Adi,Mantap bisa dengan mudah,5,4.3.0,2023-01-19 10:00:58,1,1,1,Positif
Faiq Akmal Fadhillah,aplikasi plat merah tapi bagus,5,4.3.0,2023-01-04 02:04:12,1,1,1,Positif
Rudi Suparmanto,Pelayanan cepet dan mudah,5,4.3.0,2022-12-28 01:43:49,1,1,1,Positif
Vanny Oktavia Istafana,caranya akun agar terverifikasi gimana ya? lalu kenapa skg bpjs gak mengeluarkan kartu kis?,4,4.3.0,2022-12-20 09:29:11,0,0,0,Netral
Al eq,"Apakah Bisa kartu KIS yang dulu aktif, sekarang gak aktif, Bisa di aktifkan lagi lewat amplikasi Ni.",3,4.3.0,2022-12-30 12:15:16,0,-1,0,Netral
melia daryati,"Aplikasi yang sangat membatu, tidak perlu lagi ke BPJS untuk pindah Faskes...",5,4.3.0,2022-12-31 01:48:01,1,1,1,Positif
idIL ianti,"Mudah, cepat, dan terimakasih",5,4.3.0,2022-12-26 01:40:07,1,1,1,Positif
ireneus Prima,"Sudah daftar, tp tidak bisa online",1,4.3.0,2022-12-28 14:05:38,-1,1,-1,Negatif
Al_ Ghozali,Semakin mudah buat mengontrol masa aktif peserta.,5,4.3.0,2022-12-20 13:13:08,1,1,1,Positif
Wahyu Hidayatullah,"Kenapa ini mobile JKN nya, kok gak bisa daftar, ""jam akses tidak sesuai"" itu maksudnya gimana min ?",4,4.3.0,2022-12-26 13:25:36,-1,-1,0,Negatif
Shofiea Rahmah,Baru mau masuk ..udah daftar malah gak bisa bisa,3,4.3.0,2022-12-22 08:15:03,-1,-1,-1,Negatif
Nissya Abidin,Memper mudah dan mempercepat tampa ke kantornya,5,4.3.0,2022-12-28 04:37:15,1,1,1,Positif
yulianti rizki,Aplikasi ini sudah sangat baik di banding sebelum update,5,4.3.0,2022-12-16 01:02:00,1,1,1,Positif
Salya Rater,"Tidak bisa daftar peringatannya ""jam akses tidak sesuai"" . Aplikasi ini cuma merugikan uang negara, HARAM JADAH.",1,4.3.0,2022-12-22 13:48:23,-1,-1,-1,Negatif
Agung Nugroho,Bagus dan bermanfaat buat masyarakat yg membutuhkan kesehatan,5,4.3.0,2022-12-25 18:04:20,1,1,1,Positif
Perdi Nuryadi,Tolong di bantu agar bisa mencetak nya,5,4.3.0,2022-12-28 03:02:51,0,0,0,Netral
Cay Cahyono,Lumayan fitur2nya cukup informatif,4,4.3.0,2022-12-17 05:00:40,1,1,1,Positif
rico rico,"Gimana caranya berenti dari keanggotaan bpjs ini.kata petugas satpam dikator bpjs tempatku.nga bisa,berentinya pali g kalau kita sudah mati..aduh bpjs ni mempersulit rakyat yg susah saja.tagihan iuran jalan terus,sementara kita nga sanggup bayar lagi.",1,4.3.0,2022-12-28 03:37:00,-1,-1,-1,Negatif
arya dwi harto,Siip pengurusan menjadi lebih mudah melakui mobile,5,4.3.0,2022-12-29 03:30:32,1,1,1,Positif
Harijo Majang Kesumo,Top mantap deh dan terus sukses.,5,4.3.0,2022-12-19 09:06:25,1,1,1,Positif
Eka Fauzy,Aplikasi nya bagus sangat mudah di mengerti👍👍👍,5,4.3.0,2022-12-29 02:35:29,1,1,1,Positif
aby Tarmidzy,Aplikasi dan jasa kesehatan yg sangat besar manfaat nya 🤗👏,5,4.3.0,2022-12-28 10:44:35,1,1,1,Positif
An SanDjaya,"Saya sekeluarga gagal mendaftar. Notifikasi: ""NOMOR handphone yang anda masukkan sudah pernah digunakan oleh peserta lain"". Padahal saya belum pernah mendaftar sebelumnya. Belum lagi jika pesertanya masih balita, anak², orang jompo yang tidak/ belum mempunyai no HP? BPJS Kesehatan diharapkan seluruh rakyat menjadi solusi kesehatan rakyat indonesia. Mengapa malah menambahkan masalah bagi rakyat dengan aplikasi ini?",1,4.3.0,2022-12-30 06:09:47,-1,-1,-1,Negatif
Rudi,"Mantap,, setelah di update",5,4.3.0,2022-12-20 06:27:17,1,1,1,Positif
muhammad islami,Dah beberapa kali mau daftar BPJS malah eror. Tolong tingkat kan kinerja nya min,3,4.3.0,2022-12-21 05:14:08,-1,-1,-1,Negatif
yofa Mustaffa,sangat membantu .. apk nya bagus banget,5,4.3.0,2022-12-23 02:37:53,1,1,1,Positif
Halim Prada Kusuma,Semakin baik untuk mobile jkn,5,4.3.0,2022-12-23 08:33:40,1,1,1,Positif
Slamet Susandra,"Yang saya bingung, saya mau nambah in NIk adek saya. Lha saya masukkan NO KK, adik sya udah terdaftar nama dan Nik. Tapi klo di cek anggota yang dapat BPJS yg aktif cuma 4 orang dan anggota seluruh 5 orang termasuk adik dalam 1 KK. GIMANA CARANYA, supaya adik saya dpt kartu(fasilitas BPJS APBD) LOKASI MALANG SELATAN, DAN UDAH DOWNLOAD DAFTAR DI APKNYA) DAN JUGA UDAH PERNAH KANTOR BPJS kepanjen, dan di sranin daftar pake apk JKN mobile, tpi. Mau tambah Anggota gak bisa",5,4.3.0,2022-12-30 01:56:01,-1,-1,-1,Negatif
Hijau Daun channel,Mantap mohon di tingkat terus jkn mobile,4,4.3.0,2022-12-29 06:37:32,1,1,1,Positif
Suraji Raji,Cepat dan akurat,4,4.3.0,2022-12-26 22:14:08,1,1,1,Positif
Hendri Ahyadi,"Terima kasih mobile jkn , aplikasi sangat membantu",5,4.3.0,2022-12-28 12:52:05,1,1,1,Positif
Budi Suryo,Susah login..error mulu mau login..??,1,4.3.0,2022-12-26 22:49:41,-1,-1,-1,Negatif
Rozita Spdi,Sekarang Aplikasi BPJS sudah sangat membantu km Dengan bs mendaftar lewat online... Trims,5,4.3.0,2022-12-27 01:29:39,1,1,1,Positif
Ari Indriastuti,Mau daftar kenapa ga bisa2 ya? kode captcha gonta ganti terus,3,4.3.0,2022-12-23 13:35:35,-1,-1,-1,Negatif
Tri Sugiarti,Sangat sempurna membantu terimakasih banyak,5,4.3.0,2022-12-22 04:55:07,1,1,1,Positif
nurul fitriani,Baru bisa menggunakan aplikasi ini dan alhamdulilah terbantu sekali,5,4.3.0,2022-12-30 01:03:00,1,1,1,Positif
Bayu Cahyoatmoko Putroaji,"mudah, indah, istimewa",4,4.3.0,2022-12-21 08:38:23,1,1,1,Positif
troy aldi,Terimakasih mobile jkn dan BPJS kesehatan istri dan anak saya terlayani dengan baik semoga kedepannya auto debet untuk bank BNI segera ada di aplikasi mobile jkn,5,4.3.0,2022-12-30 01:49:36,1,1,1,Positif
santani ISS,Sangat puas dgn pelayanan nya,5,4.3.0,2022-12-27 01:28:39,1,1,1,Positif
Miann Julianty,Mudah digunakan dan di akses,5,4.3.0,2022-12-28 10:41:04,1,1,1,Positif
Handry Saputra,"Buat laporan malah respon ya lambat padahal katay tidak perlu kekantor BPJS kesehatan lagi cukup lewat JKN mobile, cuma da download malah responnya lambat...suruh nunggu 5 hari,,padahal cuma mau menanyakan perihal ditanggung BPJS apa engga??",1,4.3.0,2022-12-29 17:52:08,-1,-1,-1,Negatif
Siti Rahayu,Penggunaan aplikasi sangat mudah,5,4.3.0,2022-12-29 09:48:24,1,1,1,Positif
budiman deni,"Puas sangat membantu jadi peserta gk usah ke kantor BPJS, terimakasih semoga tambah sukses dengan pelayanan yang terbaik",5,4.3.0,2022-12-27 00:52:46,1,1,1,Positif
Andi Riswandi,Sangat Berguna sebagai pelengkap jaminan kesehatan,5,4.3.0,2022-12-27 05:31:11,1,1,1,Positif
j k,"ribet, tiap mo buka ada aja aturannya ganti2..",1,4.3.0,2022-12-29 23:35:36,-1,-1,-1,Negatif
Jaenal Abidin,Sangat membantu buat saya yg sangat susah meluangkan waktu utk ke kantor cabang,4,4.3.0,2022-12-27 04:53:22,1,1,1,Positif
Abdur Rokib,bagus terus tingkat kan,5,4.3.0,2023-01-23 16:13:49,1,1,1,Positif
Jaga Kali,Ga bisa daftar eror terus,1,4.3.0,2023-01-28 14:12:02,-1,-1,-1,Negatif
Chelsea nadheera sazia,Layanan mudah,5,4.3.0,2022-12-18 18:10:21,1,1,1,Positif
Rifan Majendra,Sangat membantu tanpa harus ke tempat,5,4.3.0,2023-01-02 10:23:49,1,1,1,Positif
Amira Mutaqin,Sangat membantu untuk masyarakat yang kurang mampu ekonomi,5,4.3.0,2023-01-08 01:08:58,1,1,1,Positif
teti ibell,"Sangat membantu , alhamdulillah Trimakasih JKN",5,4.3.0,2023-01-12 01:18:00,1,1,1,Positif
SAMUJI,Aplikasi suu lah.. pen login kaga masuk2.. pulsa mpe abiss,1,4.3.0,2022-12-29 01:24:00,-1,-1,-1,Negatif
iwan ridwan Thahir,Alhamdulillah cepat ga perlu ke kantor,5,4.3.0,2023-01-13 04:34:55,1,1,1,Positif
Kusi Yanto,mempermudah pelayanan,5,4.3.0,2023-01-24 01:48:00,1,1,1,Positif
Subekti Sudarsono,Terima kasih sangat membantu dalam pelayanan kesehatan,5,4.3.0,2022-12-30 13:27:42,1,1,1,Positif
Puguh Sutanto,"Ni aplikasi gimana sih , udah minta di pindah faskes 1 keluarga yg di ACC kok cuma 1 anggota keluarga doang ..beehhh .. paraahh Yang amanah dong gimana sih",2,4.3.0,2023-01-07 01:24:22,-1,-1,-1,Negatif
SYAFI ULIN NUHA,Bagus dan cepat,5,4.3.0,2022-12-25 22:38:52,1,1,1,Positif
Lakaida,Sangat memusakan dan memudahkan,5,4.3.0,2023-01-25 04:23:19,1,1,1,Positif
Latif Hadiwijaya,Bagus dan cepat,5,4.3.0,2022-12-28 14:39:40,1,1,1,Positif
hendra ilahi,"Dengan aplikasi ini, sangat sangat sangat memudahkan pengguna BPJS kesehatan Terimakasih 👍",5,4.3.0,2022-12-25 12:42:07,1,1,1,Positif
tati sunartati,alhamdullillah selama saya jd anggota bpjs kesehatan masalah bkn jd masalah lg.,5,4.3.0,2023-01-26 06:05:53,1,1,1,Positif
Fawaz Nadeem,OK sekarang ubah data peserta jadi lebih mudah,4,4.3.0,2023-01-16 01:38:00,1,1,1,Positif
Muhammad Maab,Screening kesehatannya cukup Memuaskan,5,4.3.0,2023-01-06 00:38:21,1,1,1,Positif
Dede Nurhidayat,Aplikasi susah masuk...aplikasi butut...,1,4.3.0,2023-01-09 15:44:20,-1,-1,-1,Negatif
Rini nur Hayati,Alhamdulilah aplikasi berjalan dengan baik.ok trm ksh...,5,4.3.0,2023-01-10 01:39:47,1,1,1,Positif
Lem Bem,"Ada fasilitas chat dengan dokter, GK ada gunanya kita chat GK ada di respon, iuran dinaikkan kelas I padahal kita Pelayanan sangat buruk",1,4.3.0,2023-01-20 10:34:57,-1,-1,-1,Negatif
Donie Novian,Sangat berguna dan mudah digunakan,5,4.3.0,2023-01-03 02:45:05,1,1,1,Positif
budi yulianto,Apa harus auto debet dulu baru bisa pake apelikasi ini ?,1,4.3.0,2022-12-26 05:18:22,0,0,-1,Netral
wahyu ajid,lama sekali muncul captcha...,2,4.3.0,2023-01-10 02:19:26,-1,-1,-1,Negatif
rahma nila,Memudahkan dalam mendapatkan pelayanan kesehatan,5,4.3.0,2023-01-25 22:10:25,1,1,1,Positif
Ujang Solihin,Kenapa aplikasi JKN JD eror tidak bisa log in,1,4.3.0,2023-01-16 07:41:43,-1,-1,-1,Negatif
Syahreza Qori,"Memudahkan saya dalam mengurus kesehatan, kembangkan terus pelayanannya",5,4.3.0,2022-12-29 09:55:00,1,1,1,Positif
Tezar Akbar,Sgt bagus dan respon cepat,5,4.3.0,2022-12-28 03:01:00,1,1,1,Positif
Chikita Chikita,"Mw login susah amat, terlalu ribet",1,4.3.0,2023-01-25 03:05:13,-1,-1,-1,Negatif
Lailatul Damayanti,"Enak, tidak perlu antri lama",4,4.3.0,2023-01-14 05:58:03,1,1,1,Positif
Dhira Putra Yudha,Cepat pelayanan nya,5,4.3.0,2023-01-26 04:48:26,1,1,1,Positif
Tinta emas,Masuk aja gak bisa aneh !!! Di bikin ribet doang,1,4.3.0,2023-01-21 18:39:56,-1,-1,-1,Negatif
Hasan Basri,pelayanan sangat buruk untuk bpjs makassar. cuman reaktif butuh 5 jam antri,1,4.3.0,2023-01-09 05:48:02,-1,-1,-1,Negatif
Dahlia Lia,Aplikasihnya sangat berguna memudahkan,5,4.3.0,2023-01-30 13:37:47,1,1,1,Positif
dя_ вцмs,Sangat membantu dan bermanfaat.. mantap,5,4.3.0,2023-01-20 08:12:52,1,1,1,Positif
Sugiarti Sampit,"Kenapa saya gagal terus mau daftar ,jadi ribet banget sih",2,4.3.0,2023-01-16 15:16:19,-1,-1,-1,Negatif
Mustafa Hamid,Alhamdulillah sungguh dangat bermampat kami sangat terbantu dlm masalah kesehatan semoga bpjs sukdes terus,5,4.3.0,2022-12-27 09:19:46,1,1,1,Positif
Jemmy Sumadi,Sangat membantu sekali Dapat diandalkanlah,5,4.3.0,2023-01-28 08:36:11,1,1,1,Positif
Sirna Murni,"Aplikasi yang membantu, semoga semakin maju",5,4.3.0,2023-01-18 12:19:58,1,1,1,Positif
Vicky Crow,Sangat membantu buat keluargaku..,5,4.3.0,2023-01-18 14:44:27,1,1,1,Positif
My Name Is YouTube Channel,"Dear BPJS Kesehatan yang terhormat. Kalian itu toh, harus tahu kondisi sekarang peserta BPJS kesehatan kalian. Saya sudah pernah katakan bahwa saya sekarang pengangguran dan tidak punya uang untuk bayar tagihannya. Kalian tagih2 terus seperti tidak punya hati. Mau saya pergi mencuri kah supaya bisa bayar tagihan itu. Saya harus bagaimana? BPJS tidak punya keringanan kah bagi kami yg sudah tidak mampu bayar tagihan. Apa saya harus cari pak Jokowi supaya pak Jokowi yang bantu saya????",1,4.3.0,2023-01-19 16:05:59,-1,-1,-1,Negatif
Yuda Anggriawan,Bagus pelayanan nya,5,4.3.0,2023-01-09 23:20:51,1,1,1,Positif
Prom Giedoy,udah update malah minta verifikasi ulang,1,4.3.0,2023-01-14 23:54:34,-1,-1,-1,Negatif
Juliyanti,Sangat membantu dalam perubahan faskes,5,4.3.0,2023-01-12 12:01:00,1,1,1,Positif
muhammad amin,Sangat membantu banget dan fast respone,5,4.3.0,2022-12-21 02:21:10,1,1,1,Positif
Kiki Ayuning Tiyas,Alhamdulillah terbantu dg aplikasi jkn mobile mengurus bpjs jadi mudah,5,4.3.0,2022-12-24 01:50:00,1,1,1,Positif
Vito Seran,Kenapa tidak ad bank BNI nya padahal sudahhh download versi terbaru,1,4.3.0,2023-01-27 07:23:51,-1,-1,-1,Negatif
Citra Buana Sari,Aplikasi sangat membantu peserta,5,4.3.0,2023-01-17 09:06:03,1,1,1,Positif
Jon Sigit,Tidak ada info cara memperbaiki nama peserta BPJS salah..,1,4.3.0,2023-01-04 14:39:24,-1,-1,-1,Negatif
Benny Murdani,Kedepannya lebih baik dan pelayanan amanah,4,4.3.0,2023-01-16 04:55:48,1,1,1,Positif
mamang Acep,Sangat bermanfaat dan memudahkan,5,4.3.0,2023-01-26 04:15:31,1,1,1,Positif
Deshy Astuti,Sangat sangat memudah kan terimakasih banyak,5,4.3.0,2023-01-08 05:57:03,1,1,1,Positif
Bachrudin Yusuf,Semua menjadi mudah.untuk mengurus segala sesuatu yang berhubungan dengan BPJS tidak harus mondar mandir ke kantor pelayanan..,5,4.3.0,2023-01-29 07:46:47,1,1,1,Positif
Salsa RN,Mudah cepat dan sangat membantu,5,4.3.0,2023-01-08 14:45:23,1,1,1,Positif
Dalil bae,"Aflikasinya bikin senewen, nyebelin Bukannya memudahkan malah membebani kasih bintang satu ajalah",1,4.3.0,2023-01-12 10:22:28,-1,-1,-1,Negatif
Irwita Dia,Aplikasi kesehatan yang sangat membantu dalam pengubahan data di BPJS,5,4.3.0,2023-01-14 22:53:55,1,1,1,Positif
Annisa Bilillah,"aplikasinya bagus , sangat membantu 👍",5,4.3.0,2023-01-09 16:30:40,1,1,1,Positif
Muhammad Syaifudin,Mudah dan cepat,5,4.3.0,2023-01-10 06:00:15,1,1,1,Positif
Amanah Dijamin,Aplikasi JKN mobile sangat membantu kami dlm penggunaan BPJS semoga makin di tingkatkan fasilitas BPJS nya,5,4.3.0,2023-01-18 22:35:21,1,1,1,Positif
Mutiara Renny,Jam akses gabisa terus heran,1,4.3.0,2023-01-08 14:39:30,-1,-1,-1,Negatif
Grandino Jade,Mudah dan cepat,5,4.3.0,2023-01-30 03:12:58,1,1,1,Positif
gunawan andi,"bagus, mudah, nyaman",5,4.3.0,2023-01-26 16:47:23,1,1,1,Positif
Anton S,Cukup simpel dan nga Ribet,5,4.3.0,2023-01-26 15:33:17,1,1,1,Positif
Siti nurmala,"Saya sidah terdaftar sebagai pekerja mandiri sedangkan anak saya terdaftar sebagai pbi apbn.saya mau masukin nama anak saya di jkn tpi kenapa anak saya harus pindah ke mandiri tidak di pbi lagi.apa saya harus download jkn di hp lain baru bisa tau nomor peserta pbi anak saya,?",5,4.3.0,2023-01-20 17:22:34,-1,0,0,Netral
Redyna Nur Romadhan,Alhamdulillah pindah faskes bisa cepet mulai bulan depan dah bisa dipake pindah,5,4.3.0,2023-01-22 07:25:49,1,1,1,Positif
Ana Manuk,Apakah tidak ada autodebit BNI pada aplikasi,4,4.3.0,2023-01-14 05:50:23,0,0,0,Netral
Heri Yogyanto,Kasih tiga bintang dulu nanti tak kasih lima bintang kalau udah menemukan format penghapusan orang yg sudah meninggal,3,4.3.0,2022-12-22 14:57:30,-1,0,0,Netral
Dini Anggarawati,Aplikasinya memudahkan dan membantu tentunya,5,4.3.0,2023-01-30 00:52:05,1,1,1,Positif
Mahar Darlis,"Sangat membantu, terimakasih JKN",5,4.3.0,2023-01-24 01:22:19,1,1,1,Positif
Ervan Faras,Mudah dan cepat,5,4.3.0,2023-01-01 02:58:00,1,1,1,Positif
Sandi Ramdani,"Saya tidak bisa daftar karena nomor sudah pernah digunakan oleh orang lain, apakah harus ganti nomor dulu?",2,4.3.0,2023-01-17 01:41:59,-1,0,-1,Negatif
Eka Salmoro,Proses cepat banget👍👍👍...,5,4.3.0,2023-01-16 01:45:15,1,1,1,Positif
Surya Adinata,Aplikasi yang sangat membantu... terimkasih,5,4.3.0,2023-01-12 02:57:48,1,1,1,Positif
Melisa Novitasari,Simple dan membantu,4,4.3.0,2023-01-01 01:09:00,1,1,1,Positif
flip flop,"Aplikasinya berguna banget, aku kasi 5star.. aplikasi tanpa ribet",5,4.3.0,2023-01-25 02:35:29,1,1,1,Positif
Lestari Tari,Membuka aplikasi nya usah banget...,5,4.3.0,2023-01-03 01:20:00,1,-1,-1,Negatif
Rinto Subari,Memudahkan dlm berkegiatan kesehatan di saat kami butuhkan,5,4.3.0,2023-01-01 22:31:56,1,1,1,Positif
Ciptakan Alam penuh keindahan,Semoga sehat selalu dan bermanfaat,5,4.3.0,2023-01-02 10:18:02,1,1,1,Positif
iam amin,😒gak bisa daftar q gagal trus,1,4.3.0,2022-12-31 17:27:27,-1,-1,-1,Negatif
Novita Sari,Borol boro bisa bantu padahal udah masukin nomor KK dengan benar tetep ajah gak bisa,1,4.3.0,2023-01-12 13:43:37,-1,-1,-1,Negatif
Murid Budiman,"riber sekali, kasian yg gak punya hp android di pelosok desa",1,4.3.0,2023-01-09 06:04:57,-1,-1,-1,Negatif
Sarip Hidayat,Aplikasi JKN sdh mengalami peningkatan yang baik,5,4.3.0,2022-12-24 00:21:15,1,1,1,Positif
Adan tasik,min tolong di bagian tempat lahir kenapa hanya muncul KAB ACEH semua tida ada yang lain mohon di perbaiki,1,4.3.0,2023-01-26 08:19:16,-1,-1,-1,Negatif
Fernando Sianturi,Buat semakin canggih lagi,4,4.3.0,2023-01-23 03:20:58,0,0,1,Netral
Rahmat Tripomo,Bagus.. cepat aplikasinya,5,4.3.0,2023-01-03 08:51:25,1,1,1,Positif
Engelbertha Bria Seran,alamat surat sudah di ubah tapi di kartunya tidak berubah,4,4.3.0,2023-01-17 00:56:07,-1,-1,-1,Negatif
Nurul,"terimakasih, aplikasinya sangat membantu",5,4.3.0,2022-12-30 10:57:10,1,1,1,Positif
Yuli Yuliani,Baru coba aplikasi nya kalau bagus kasi lagi bintang nya,4,4.3.0,2023-01-28 02:12:27,0,0,1,Netral
REFAL LAPIAN,Aplikasi cukup mempermudah para pengguna BPJS,4,4.3.0,2023-01-13 01:28:48,1,1,1,Positif
Derrick Tan,saya dari tgl 1 byr sampai sekarang tgl 6 kok blm lunas2 tapi di riwayat nya tulis diterima bank tolong bantu min,5,4.3.0,2023-01-03 09:23:14,-1,0,0,Netral
Sumarlin Siantar,Kenapa menu jkn kesehatan ini banyak terkunci,1,4.3.0,2023-01-12 01:17:01,-1,-1,-1,Negatif
Jambang Channel,tolong diperbaiki sistem biar enak,5,4.3.0,2023-01-01 02:21:01,-1,0,-1,Negatif
Pristiya Sundari,"Lebih mudah, sekarang ga harus pake verifikasi lagi",5,4.3.0,2023-01-12 13:01:54,1,1,1,Positif
A. Syaichu,Bagus dan responsip,5,4.3.0,2023-01-04 01:59:40,1,1,1,Positif
suwito,"Saya bekerja di luar kota sedangkan faskes saya di kota asal saya, gimana caranya supaya saya dapat mengunakan di faskes lain tempat kota saya bekerja",1,4.3.0,2023-01-25 23:47:27,0,0,0,Netral
Muhammad Andhyssar,Kenapa tidak bisa ganti password,3,4.3.0,2023-01-21 12:51:35,-1,-1,-1,Negatif
Soekarni Ardiansyah,Untuk radius nya di tingkatkan lagi Ini kan aplikasi untuk masyarakat Dana untuk memperbaiki aplikasi ini jangan di korupsi,1,4.3.0,2023-01-01 09:13:27,-1,-1,-1,Negatif
Kuswo,Punya saya ko ga bisa di buka jawabanya masukan pin. Maksudnya apa nga ngerti?,1,4.3.0,2023-01-22 13:08:31,-1,-1,-1,Negatif
Lukmanfauzilirawan Lukman,Aplikasi nya gk bsa di buka pa,3,4.3.0,2022-12-26 09:51:08,-1,-1,-1,Negatif
Nur Adidjaya,Cepat sekali respons nya,5,4.3.0,2023-01-16 02:49:06,1,1,1,Positif
Fujirotul Aini,Kemapa pas mau daftat untuk membutuhkan kode otp saja kartu harus memiliki pulsa?sungguh riber,2,4.3.0,2023-01-24 10:51:16,-1,-1,-1,Negatif
Ridwan Dwi Aprillianto,Mayan kadang ada bug di penampilan syarat dll,5,4.3.0,2023-01-30 14:13:35,0,1,1,Positif
Syarif Alfatih,Bagus dan sangat mudah,5,4.3.0,2022-12-21 01:27:00,1,1,1,Positif
Rahmat Suherman,Apikasi kesehatan dan aman dan nyaman mobile jkn,5,4.3.0,2022-12-28 03:46:45,1,1,1,Positif
ones khodoch,sangat membantu daripada harus ke kantor antri mondar mandir dll,5,4.3.0,2023-01-19 06:09:11,1,1,1,Positif
Reno Ryv,"Cara verifikasi akun gmana, kode otp gak masuk ke email",3,4.3.0,2023-01-27 08:34:55,-1,-1,-1,Negatif
mbahe PD,Dalam Aplikasi kenapa Yng tampil satu NIK nggak satu kk muncul semua,4,4.3.0,2022-12-22 12:16:09,0,-1,-1,Negatif
PurTnoY John,Cuma ngabisin pulsa..kode verifikasi aja gak bs muncul.padahal pulsa dsh kepotong.semakin diulang potongan smsnya jg terus kepotong,1,4.3.0,2023-01-16 05:02:00,-1,-1,-1,Negatif
Ayu Fardede,Kenapa ga bisa di buka apk nyaaaaa ?,1,4.3.0,2023-01-13 07:51:54,-1,-1,-1,Negatif
Wijanarko Wawan,Alhamdulillah... aplikasinya sangat membantu.,4,4.3.0,2023-01-25 00:51:08,1,1,1,Positif
Around The World,"Ga jelas, lau pada dibayar negara lumayan gede, kerja yang bener napa jangan kaya orang primitif dikit dikit error dikit dikit error.",1,4.3.0,2023-01-10 02:54:44,-1,-1,-1,Negatif
Arif Abdurrohman,JKN mantab...teruslah memberi yang terbaik dan kemudahan .,5,4.3.0,2023-01-25 07:26:32,1,1,1,Positif
delizia elvandari,Mau daftar aja Susah gangguan mulu,1,4.3.0,2022-12-28 07:28:01,-1,-1,-1,Negatif
raisya Kodariah,Tidak bisa di update,2,4.3.0,2023-01-14 17:56:22,-1,-1,-1,Negatif
ripan ripan,Ok banget sangat membantu terimakasih mobile jkn sukses selalu,5,4.3.0,2023-01-13 13:17:46,1,1,1,Positif
Wahyu Kurniawan,Habis update susah masuk mending gausa update,1,4.3.0,2023-01-28 10:01:55,-1,-1,-1,Negatif
Muhaimin,Informasinya bantu saya kebutuhan jaminan kesehatan,5,4.3.0,2023-01-30 03:59:27,1,1,1,Positif
BELAJAR MANCING,Minta kode otp harus ada pulsa pula..baru kali ini apk minta kode otp pakai pulsa. nyusahin masyarakat aja..,1,4.3.0,2023-01-27 00:38:48,-1,-1,-1,Negatif
