userName,content,score,reviewCreatedVersion,at,Sentimen (Aurel),Sentimen (Ade),Sentimen (Eky),Sentimen Akhir,translated_content,processed_text,textblob_ready_text,tokens,lemmatized_tokens,afinn_score,afinn_label,swn_pos_score,swn_neg_score,swn_sentiment_score,swn_label,senticnet_score,senticnet_label,textblob_polarity,textblob_subjectivity,textblob_label
Liza Indriyani,Ok,5,4.3.0,2023-01-13 17:31:34,1.0,1.0,1.0,Positif,Okay.,okay,okay.,['okay'],['okay'],0.0,Netral,0.125,0.125,0.0,Netral,0.17,Positif,0.5,0.5,Positif
Ahmad Ahmad,Sat set sat set mantep,5,4.2.3,2022-01-10 02:58:00,1.0,1.0,1.0,Positif,Sat set sat set progress,sat set sat set progress,sat set sat set progress,"['sat', 'set', 'sat', 'set', 'progress']","['sat', 'set', 'sat', 'set', 'progress']",2.0,Positif,0.125,0.0,0.125,Positif,0.9,Positif,0.0,0.0,Netral
Bambang Margono,"Sip, usefull",5,4.2.3,2022-12-14 04:25:42,1.0,1.0,1.0,Positif,"Sip, useful",sip useful,"sip, useful","['sip', 'useful']","['sip', 'useful']",2.0,Positif,0.0,0.0,0.0,Netral,0.118,Positif,0.3,0.0,Positif
Nia Rahma,Like it,5,4.2.3,2022-01-29 05:55:00,1.0,1.0,1.0,Positif,Like it,like it,like it,"['like', 'it']","['like', 'it']",2.0,Positif,0.0,0.0,0.0,Netral,0.0,Netral,0.0,0.0,Netral
Syarifuddin Amri Ritonga,👍,5,4.2.3,2022-12-21 12:00:51,1.0,1.0,1.0,Positif,"counted on the end of the line. - No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.",counted on the end of the line no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no,"counted on the end of the line. - no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.","['counted', 'on', 'the', 'end', 'of', 'the', 'line', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']","['count', 'on', 'the', 'end', 'of', 'the', 'line', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",-120.0,Negatif,0.0,0.0,0.0,Netral,0.798,Positif,0.0,0.0,Netral
Januar Goblin,Aplikasi dak jelas bodoh eror goblog,5,4.2.3,2022-12-17 12:53:08,-1.0,-1.0,-1.0,Negatif,Non-defined stupid goblog error application,nondefined stupid goblog error application,non-defined stupid goblog error application,"['nondefined', 'stupid', 'goblog', 'error', 'application']","['nondefined', 'stupid', 'goblog', 'error', 'application']",-4.0,Negatif,0.0,1.375,-1.375,Negatif,-0.27566666666666667,Negatif,-0.7999999999999999,1.0,Negatif
Fakih uddin,Good!,5,4.2.3,2022-12-12 12:20:37,1.0,1.0,1.0,Positif,Good!,good,good!,['good'],['good'],3.0,Positif,0.75,0.0,0.75,Positif,0.191,Positif,0.875,0.6000000000000001,Positif
Novi Yusmiati,"Kenapa setiap kali update aplikasi selalu login lagi ? Kalo yang lupa Pw gimana ? Pdahal udh bgus ad scan sidik jari. Juga setiap ingin liat iuran, masalah jaringan mulu, padahal jaringan saya stabil, aplikasi lainnya msh berjalan lancar² saja.",2,4.2.3,2022-12-01 04:03:43,-1.0,-1.0,-1.0,Negatif,"Why is it that every time an application update is logged in again? &lt;i&gt;When my network is stable, the other application is running smoothly.&lt;/i&gt; &lt;i&gt;I don't know.&lt;/i&gt; &lt;i&gt;I don't know.&lt;/i&gt; &lt;i&gt;I don't know.&lt;/i&gt; &lt;i&gt;I don't know.&gt; &lt;/i&gt; &lt;i&gt;I don't know. &lt;/i&gt;",why is it that every time an application update is logged in again ltigtwhen my network is stable the other application is running smoothlyltigt ltigti dont knowltigt ltigti dont knowltigt ltigti dont knowltigt ltigti dont knowgt ltigt ltigti dont know ltigt,"why is it that every time an application update is logged in again? &lt;i&gt;when my network is stable, the other application is running smoothly.&lt;/i&gt; &lt;i&gt;i don't know.&lt;/i&gt; &lt;i&gt;i don't know.&lt;/i&gt; &lt;i&gt;i don't know.&lt;/i&gt; &lt;i&gt;i don't know.&gt; &lt;/i&gt; &lt;i&gt;i don't know. &lt;/i&gt;","['why', 'is', 'it', 'that', 'every', 'time', 'an', 'application', 'update', 'is', 'logged', 'in', 'again', 'ltigtwhen', 'my', 'network', 'is', 'stable', 'the', 'other', 'application', 'is', 'running', 'smoothlyltigt', 'ltigti', 'dont', 'knowltigt', 'ltigti', 'dont', 'knowltigt', 'ltigti', 'dont', 'knowltigt', 'ltigti', 'dont', 'knowgt', 'ltigt', 'ltigti', 'dont', 'know', 'ltigt']","['why', 'be', 'it', 'that', 'every', 'time', 'an', 'application', 'update', 'be', 'log', 'in', 'again', 'ltigtwhen', 'my', 'network', 'be', 'stable', 'the', 'other', 'application', 'be', 'run', 'smoothlyltigt', 'ltigti', 'dont', 'knowltigt', 'ltigti', 'dont', 'knowltigt', 'ltigti', 'dont', 'knowltigt', 'ltigti', 'dont', 'knowgt', 'ltigt', 'ltigti', 'dont', 'know', 'ltigt']",2.0,Positif,1.625,1.125,0.5,Positif,0.09440000000000001,Positif,-0.125,0.375,Negatif
Devi TrisnaW,Mantap,5,4.3.0,2023-01-13 02:13:35,1.0,1.0,1.0,Positif,Steady.,steady,steady.,['steady'],['steady'],0.0,Netral,0.125,0.625,-0.5,Negatif,0.884,Positif,0.16666666666666666,0.5,Positif
Bernadet Dewi,"pengajuan komplain cepat,prubahan data cepat...mantab....",5,4.2.3,2022-10-05 04:20:28,1.0,1.0,1.0,Positif,"A quick complaint of complaint, a quick change of data...tab....",a quick complaint of complaint a quick change of datatab,"a quick complaint of complaint, a quick change of data...tab....","['a', 'quick', 'complaint', 'of', 'complaint', 'a', 'quick', 'change', 'of', 'datatab']","['a', 'quick', 'complaint', 'of', 'complaint', 'a', 'quick', 'change', 'of', 'datatab']",-4.0,Negatif,0.5,1.0,-0.5,Negatif,0.044,Netral,0.016666666666666663,0.35,Netral
Karsidi Di,Mantap,5,4.3.0,2022-12-16 07:25:56,1.0,1.0,1.0,Positif,Steady.,steady,steady.,['steady'],['steady'],0.0,Netral,0.125,0.625,-0.5,Negatif,0.884,Positif,0.16666666666666666,0.5,Positif
Nurfajri Ari,Ok,5,4.3.0,2022-12-17 01:15:00,1.0,1.0,1.0,Positif,Okay.,okay,okay.,['okay'],['okay'],0.0,Netral,0.125,0.125,0.0,Netral,0.17,Positif,0.5,0.5,Positif
Koplak Jaya,kenapa kok gk bisa registrasi peserta baru? saat registrasi tgl lahirnya gk keluar,5,4.3.0,2023-01-18 05:02:47,-1.0,-1.0,-1.0,Negatif,"Why can't you register a new participant? When registration isn't born, there's no way out.",why cant you register a new participant when registration isnt born theres no way out,"why can't you register a new participant? when registration isn't born, there's no way out.","['why', 'cant', 'you', 'register', 'a', 'new', 'participant', 'when', 'registration', 'isnt', 'born', 'theres', 'no', 'way', 'out']","['why', 'cant', 'you', 'register', 'a', 'new', 'participant', 'when', 'registration', 'isnt', 'bear', 'theres', 'no', 'way', 'out']",-1.0,Negatif,0.375,0.0,0.375,Positif,0.7001999999999999,Positif,0.13636363636363635,0.45454545454545453,Positif
Muh kasim Nur,"Sangat membantu sekali,apa lagi perubahan data peserta🙂",5,4.3.0,2023-01-26 01:40:36,1.0,1.0,1.0,Positif,"It's been very helpful, how much more the data changes from the participants.",its been very helpful how much more the data changes from the participants,"it's been very helpful, how much more the data changes from the participants.","['its', 'been', 'very', 'helpful', 'how', 'much', 'more', 'the', 'data', 'changes', 'from', 'the', 'participants']","['its', 'be', 'very', 'helpful', 'how', 'much', 'more', 'the', 'data', 'change', 'from', 'the', 'participant']",2.0,Positif,0.875,0.375,0.5,Positif,0.04500000000000004,Netral,0.35,0.4,Positif
achy pozesif,"Aplikasi yang sangat membantu, tidak perlu antri lagi di kantor BPJS untuk mutasi atau migrasi data. Terima kasih",5,4.3.0,2023-01-07 01:15:00,1.0,1.0,1.0,Positif,"A very helpful application, no need to line up at the BPJS office for mutation or data migration.",a very helpful application no need to line up at the bpjs office for mutation or data migration,"a very helpful application, no need to line up at the bpjs office for mutation or data migration.","['a', 'very', 'helpful', 'application', 'no', 'need', 'to', 'line', 'up', 'at', 'the', 'bpjs', 'office', 'for', 'mutation', 'or', 'data', 'migration']","['a', 'very', 'helpful', 'application', 'no', 'need', 'to', 'line', 'up', 'at', 'the', 'bpjs', 'office', 'for', 'mutation', 'or', 'data', 'migration']",1.0,Positif,0.625,0.375,0.25,Positif,-0.22166666666666665,Negatif,0.2,0.3,Positif
Munajat Jakaria,Kitu weh lah,5,4.2.3,2022-09-29 02:56:25,1.0,0.0,0.0,Netral,That's right.,thats right,that's right.,"['thats', 'right']","['thats', 'right']",0.0,Netral,0.25,0.0,0.25,Positif,0.0,Netral,0.2857142857142857,0.5357142857142857,Positif
subur mahali,Oke bgt,5,4.3.0,2023-01-15 23:49:46,1.0,1.0,1.0,Positif,Okay.,okay,okay.,['okay'],['okay'],0.0,Netral,0.125,0.125,0.0,Netral,0.17,Positif,0.5,0.5,Positif
Bambang Supeno,Ini gimana.habis di up date kok gak bisa masuk app.minta daftar PIN dulu.maksudnya gimana.,4,4.3.0,2022-12-25 07:39:58,-1.0,-1.0,-1.0,Negatif,This is how it's done. After you can't get on the app. Ask for a PIN list first. What do you mean?,this is how its done after you cant get on the app ask for a pin list first what do you mean,this is how it's done. after you can't get on the app. ask for a pin list first. what do you mean?,"['this', 'is', 'how', 'its', 'done', 'after', 'you', 'cant', 'get', 'on', 'the', 'app', 'ask', 'for', 'a', 'pin', 'list', 'first', 'what', 'do', 'you', 'mean']","['this', 'be', 'how', 'its', 'do', 'after', 'you', 'cant', 'get', 'on', 'the', 'app', 'ask', 'for', 'a', 'pin', 'list', 'first', 'what', 'do', 'you', 'mean']",0.0,Netral,0.375,0.125,0.25,Positif,0.0,Netral,-0.03125,0.5104166666666666,Netral
Endang Susilawati,Ok..,5,4.3.0,2023-01-01 13:43:00,1.0,1.0,1.0,Positif,Ok..,ok,ok..,['ok'],['ok'],0.0,Netral,0.0,0.0,0.0,Netral,0.371,Positif,0.5,0.5,Positif
Restu Gendut,Pertama kali mencoba pakai,5,4.2.3,2022-12-22 10:40:14,1.0,0.0,0.0,Netral,First try it on.,first try it on,first try it on.,"['first', 'try', 'it', 'on']","['first', 'try', 'it', 'on']",0.0,Netral,0.0,0.0,0.0,Netral,0.0,Netral,0.25,0.3333333333333333,Positif
Hendra Wijaya,Mantap,5,4.2.3,2022-01-21 02:24:00,1.0,1.0,1.0,Positif,Steady.,steady,steady.,['steady'],['steady'],0.0,Netral,0.125,0.625,-0.5,Negatif,0.884,Positif,0.16666666666666666,0.5,Positif
lucas anggoro,Ok,5,4.2.3,2023-01-02 01:23:00,1.0,1.0,1.0,Positif,"All right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go,",all right all right all right all right all right all right all right all right all right all right all right all right all right lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go,"all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go,","['all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go']","['all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go']",0.0,Netral,2.75,0.0,2.75,Positif,0.0,Netral,0.28571428571428564,0.5357142857142857,Positif
anton ravandi wahab,Menjadi mudah untuk apapun ubah maupun cek,5,4.2.3,2022-01-01 16:37:00,1.0,1.0,1.0,Positif,Be easy for anything change or check,be easy for anything change or check,be easy for anything change or check,"['be', 'easy', 'for', 'anything', 'change', 'or', 'check']","['be', 'easy', 'for', 'anything', 'change', 'or', 'check']",1.0,Positif,1.375,0.375,1.0,Positif,0.39733333333333337,Positif,0.43333333333333335,0.8333333333333334,Positif
Erik Azka,Ok,5,4.3.0,2023-01-29 02:13:00,1.0,1.0,1.0,Positif,"All right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go,",all right all right all right all right all right all right all right all right all right all right all right all right all right lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go,"all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go,","['all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go']","['all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go']",0.0,Netral,2.75,0.0,2.75,Positif,0.0,Netral,0.28571428571428564,0.5357142857142857,Positif
EMI ZULIA,🤲🤲🤲🤲🤲,5,4.3.0,2023-01-28 06:28:12,1.0,0.0,1.0,Positif,"counted on the end of the line. - No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.",counted on the end of the line no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no,"counted on the end of the line. - no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.","['counted', 'on', 'the', 'end', 'of', 'the', 'line', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']","['count', 'on', 'the', 'end', 'of', 'the', 'line', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",-120.0,Negatif,0.0,0.0,0.0,Netral,0.798,Positif,0.0,0.0,Netral
Shalikhatun Khasanah,Ini cuma mau ngecek aktif gak nya kartu musti punya hape masing2 kah.. gak bisa cek sekalian satu keluarga gitu?,3,4.2.3,2022-01-10 12:15:00,-1.0,-1.0,-1.0,Negatif,It's just to check if the cards have a phone. Can't you check each other's family?,its just to check if the cards have a phone cant you check each others family,it's just to check if the cards have a phone. can't you check each other's family?,"['its', 'just', 'to', 'check', 'if', 'the', 'cards', 'have', 'a', 'phone', 'cant', 'you', 'check', 'each', 'others', 'family']","['its', 'just', 'to', 'check', 'if', 'the', 'card', 'have', 'a', 'phone', 'cant', 'you', 'check', 'each', 'others', 'family']",0.0,Netral,1.25,0.0,1.25,Positif,0.345,Positif,-0.125,0.375,Negatif
Arya Putraa,Gajelas mau daftar tulisan nya error' coba lagi hadeuh padahal baru update update nya gimana sih,1,4.2.3,2022-10-01 05:04:00,-1.0,-1.0,-1.0,Negatif,I don't want to list the writing errors' try again despite the update.,i dont want to list the writing errors try again despite the update,i don't want to list the writing errors' try again despite the update.,"['i', 'dont', 'want', 'to', 'list', 'the', 'writing', 'errors', 'try', 'again', 'despite', 'the', 'update']","['i', 'dont', 'want', 'to', 'list', 'the', 'writing', 'error', 'try', 'again', 'despite', 'the', 'update']",-1.0,Negatif,0.25,0.625,-0.375,Negatif,0.315,Positif,0.0,0.0,Netral
Susanto Sinaga,Puasss Dengan aplikasi ini,5,4.3.0,2022-12-24 04:24:56,1.0,1.0,1.0,Positif,Satisfied With this application,satisfied with this application,satisfied with this application,"['satisfied', 'with', 'this', 'application']","['satisfy', 'with', 'this', 'application']",2.0,Positif,0.5,0.0,0.5,Positif,0.595,Positif,0.5,1.0,Positif
Irfan Muhammad,Masih perlu banyak improvement,1,4.3.0,2023-01-08 01:40:00,0.0,0.0,-1.0,Netral,There's still a lot of improvement.,theres still a lot of improvement,there's still a lot of improvement.,"['theres', 'still', 'a', 'lot', 'of', 'improvement']","['there', 'still', 'a', 'lot', 'of', 'improvement']",2.0,Positif,0.375,0.125,0.25,Positif,0.83,Positif,0.0,0.0,Netral
Ipungky ss,Siip,5,4.3.0,2023-01-27 13:05:40,1.0,1.0,1.0,Positif,Siip,siip,siip,['siip'],['siip'],0.0,Netral,0.0,0.0,0.0,Netral,0.0,Netral,0.0,0.0,Netral
Mustafa Hamid,Alhamdulillah sungguh dangat bermampat kami sangat terbantu dlm masalah kesehatan semoga bpjs sukdes terus,5,4.3.0,2022-12-27 09:19:46,1.0,1.0,1.0,Positif,Alhamdulillah. Really and so on. We've been very helpful in health issues.,alhamdulillah really and so on weve been very helpful in health issues,alhamdulillah. really and so on. we've been very helpful in health issues.,"['alhamdulillah', 'really', 'and', 'so', 'on', 'weve', 'been', 'very', 'helpful', 'in', 'health', 'issues']","['alhamdulillah', 'really', 'and', 'so', 'on', 'weve', 'be', 'very', 'helpful', 'in', 'health', 'issue']",2.0,Positif,2.125,0.375,1.75,Positif,-0.345,Negatif,0.2,0.25,Positif
Adi Sucipto,Sangat puas dan sangat membantu,5,4.2.3,2022-01-13 03:57:00,1.0,1.0,1.0,Positif,So content and so helpful.,so content and so helpful,so content and so helpful.,"['so', 'content', 'and', 'so', 'helpful']","['so', 'content', 'and', 'so', 'helpful']",2.0,Positif,0.25,0.0,0.25,Positif,0.013000000000000012,Netral,0.0,0.0,Netral
